id,title,download,downtxt,image,publishtime,type,area,director,actor,comment,link,redirect
35e92f5cb15e43bb340da550fab58eda,007：幽灵党[国配]迅雷下载,,,img/35e92f5cb15e43bb340da550fab58eda.jpg,2015,动作,欧美,萨姆·门德斯,"丹尼尔·克雷格,克里斯托弗·沃尔兹,蕾雅·赛杜",NULL,http://www.xunleitai.com/dzuo/007youlingdangguopei/,http://www.xunleitai.com/top/all.html
00954fbf38c5c57e7c099d18fad51ca7,J击的巨人真人版：后篇迅雷下载,"http://pan.baidu.com/s/1sk2JpSh,http://pan.baidu.com/s/1o7dhgue","【1.03G】J击的巨人真人版：后篇.HD1280高清日语中字.mp41(百度网盘下载 密码：ml66),【1.82G】J击的巨人真人版：后篇.HD1280超清日语中字.mp41(百度网盘下载 密码：6clx)",img/00954fbf38c5c57e7c099d18fad51ca7.jpg,2015,动作,日本,樋口真嗣,"三浦春马,长谷川博己,水原希子,本乡奏多",NULL,http://www.xunleitai.com/dzuo/Jjidejurenzhenrenbanhoupian/,http://www.xunleitai.com/top/all.html
9519d4db1e9f640354738a1a2c819870,极盗者迅雷下载,,,img/9519d4db1e9f640354738a1a2c819870.jpg,2015,动作,欧美,埃里克松·科尔,"卢克·布雷西,埃德加·拉米雷兹,泰莉莎·帕尔墨",NULL,http://www.xunleitai.com/dzuo/jidaozhe/,http://www.xunleitai.com/top/all.html
1c6971013ab54e98852921973fd1cc42,叶问3迅雷下载,,,img/1c6971013ab54e98852921973fd1cc42.jpg,2015,动作,香港,叶伟信,"甄子丹,熊黛林,张晋,迈克·泰森,喻亢,郑则仕,吴千语,梁家仁,谭耀文,张继聪",NULL,http://www.xunleitai.com/dzuo/yewen3/,http://www.xunleitai.com/top/all.html
f413ed9387192ab941dbfc67062fabdb,饥饿游戏3：嘲笑鸟(下)[720p]迅雷下载,"http://pan.baidu.com/s/1o7xysWy,http://pan.baidu.com/s/1o7vwxzO,http://pan.baidu.com/s/1qXxvdE0,http://pan.baidu.com/s/1gdLd4bD","【1.62G】饥饿游戏3：嘲笑鸟(下).HD1280高清中英双字.mp41(百度网盘下载 密码：o5vs),【2.85G】饥饿游戏3：嘲笑鸟(下).HD1280超清中英双字.mp41(百度网盘下载 密码：ms0x),【1.62G】饥饿游戏3：嘲笑鸟(下).BD1280高清中英双字.mp41(百度网盘下载 密码：mvjf),【2.85G】饥饿游戏3：嘲笑鸟(下).BD1280超清中英双字.mp41(百度网盘下载 密码：lbz3)",img/f413ed9387192ab941dbfc67062fabdb.jpg,2015,动作,欧美,弗朗西斯·劳伦斯,"詹妮弗·劳伦斯,乔什·哈切森,利亚姆·海姆斯沃斯",NULL,http://www.xunleitai.com/dzuo/jieyouxi3chaoxiaoniaoxia720p/,http://www.xunleitai.com/top/all.html
346312b5dab988c9cfdc652f763de34e,卧虎藏龙：青冥宝剑迅雷下载,"http://pan.baidu.com/s/1gfua30B,http://pan.baidu.com/s/1bpdnFPl","【1.33G】卧虎藏龙2：青冥宝剑.BD1280高清国粤双语中字.mp41(百度网盘下载 密码：jwiz),【2.23G】卧虎藏龙2：青冥宝剑.BD1280超清国粤双语中字.mp41(百度网盘下载 密码：xphq)",img/346312b5dab988c9cfdc652f763de34e.jpg,2016,动作,大陆,袁和平,"甄子丹,杨紫琼,贾森·斯科特·李,岑勇康,原丽淇",NULL,http://www.xunleitai.com/dzuo/wohucanglongqingmianbaojian/,http://www.xunleitai.com/top/all.html
ac79413807851686e287f40922dc4068,爵迹(电影)迅雷下载,,,img/ac79413807851686e287f40922dc4068.jpg,2016,动作,大陆,郭敬明,"范冰冰,吴亦凡,陈学冬,陈伟霆,杨幂,郭采洁,林允",NULL,http://www.xunleitai.com/dzuo/juejidianying/,http://www.xunleitai.com/top/all.html
6db7d709bef145c64fe0c664356ceb1e,老炮儿迅雷下载,,,img/6db7d709bef145c64fe0c664356ceb1e.jpg,2015,动作,大陆,管虎,"冯小刚,李易峰,吴亦凡,张涵予,许晴,刘桦,梁静,白举纲,于和伟,连奕名,尚语贤",NULL,http://www.xunleitai.com/dzuo/laopaoer/,http://www.xunleitai.com/top/all.html
dda986ddf2aa047605e7c9d3d232089b,夺命枪火[720p]迅雷下载,"http://pan.baidu.com/s/1kTOkVIZ,http://pan.baidu.com/s/1ntUmAdr","【1002M】D命枪火.BD1280高清法语中字.mp41(百度网盘下载 密码：zuxr),【1.71G】D命枪火.BD1280超清法语中字.mp41(百度网盘下载 密码：08xu)",img/dda986ddf2aa047605e7c9d3d232089b.jpg,2014,动作,欧美,法布里斯·度·沃尔斯,"热拉尔·朗万,乔伊·斯塔尔,阿丽斯·塔格里奥妮",NULL,http://www.xunleitai.com/dzuo/duomingqianghuo720p/,http://www.xunleitai.com/top/all.html
aa3b05501db2a5b629d1caa0eed9b659,苏博拉[720p]迅雷下载,"http://pan.baidu.com/s/1eQXcCD0,http://pan.baidu.com/s/1jHpRvN4","【1.6G】苏博拉.BD1280高清中英双字.mp41(百度网盘下载 密码：kny6),【2.82G】苏博拉.BD1280超清中英双字.mp41(百度网盘下载 密码：efmf)",img/aa3b05501db2a5b629d1caa0eed9b659.jpg,2015,动作,欧美,斯蒂法诺·索利马,"皮尔弗朗西斯科·法维诺,让·雨果·安格拉德",NULL,http://www.xunleitai.com/dzuo/subola720p/,http://www.xunleitai.com/top/all.html
a909849457385d3c176ad491a8cf7cd6,鬼吹灯之寻龙诀迅雷下载,,,img/a909849457385d3c176ad491a8cf7cd6.jpg,2015,动作,大陆,乌尔善,"陈坤,黄渤,舒淇,杨颖,夏雨",NULL,http://www.xunleitai.com/dzuo/guichuidengzhixunlongjue/,http://www.xunleitai.com/top/all.html
771f0ef5f4d2f6e08c453d36db7c5f81,功夫[720p]迅雷下载,"http://pan.baidu.com/s/1skcKKR7,http://pan.baidu.com/s/1dDZfyH7","【1.18G】功夫.BD1280高清国粤双语中字.mp41(百度网盘下载 密码：w7fb),【2.12G】功夫.BD1280超清国粤双语中字.mp41(百度网盘下载 密码：2xjx)",img/771f0ef5f4d2f6e08c453d36db7c5f81.jpg,2004,动作,香港,周星驰,"周星驰,黄圣依,梁小龙,元华,田启文",NULL,http://www.xunleitai.com/dzuo/gongfu720p/,http://www.xunleitai.com/top/all.html
60a1b0446b80f1cb1aa54597d5eb57e1,井[720p]迅雷下载,"http://pan.baidu.com/s/1dDBAilz,http://pan.baidu.com/s/1dEfiCYt,http://pan.baidu.com/s/1hrbEGMo","【918M】井BD中英双字.rmvb1(百度网盘下载 密码：jl52),【1.01G】最后的幸存者.BD1280高清中英双字.mp41(百度网盘下载 密码：bkor),【1.89G】最后的幸存者.BD1280超清中英双字.mp41(百度网盘下载 密码：q28s)",img/60a1b0446b80f1cb1aa54597d5eb57e1.jpg,2014,动作,欧美,"Thomas S. Hammock,","海利·路·理查森,波波·斯图尔特,麦克斯·查尔斯",NULL,http://www.xunleitai.com/dzuo/jing720p/,http://www.xunleitai.com/top/all.html
a476501168a4679846dd124c163fd46b,暗黑杀神[720p]迅雷下载,"http://pan.baidu.com/s/1gevYHfd,http://pan.baidu.com/s/1mgScsVe","【884M】暗黑杀神.HD1280高清中英双字.mp41(百度网盘下载 密码：qkds),【1.63G】暗黑杀神.HD1280超清中英双字.mp41(百度网盘下载 密码：3tfk)",img/a476501168a4679846dd124c163fd46b.jpg,2015,动作,欧美,劳伦斯·洛克,"斯科特·伊斯特伍德,沃尔顿·戈金斯,卡米拉·贝勒",NULL,http://www.xunleitai.com/dzuo/anheishashen720p/,http://www.xunleitai.com/top/all.html
48215fefce4e1b129c06bc514d574b8f,搏击迷城[720p]迅雷下载,"http://pan.baidu.com/s/1qWr9kPu,http://pan.baidu.com/s/1ntVymTj,http://pan.baidu.com/s/1dEqDg2X","【938M】搏击迷城HD中英双字.rmvb1(百度网盘下载 密码：o3r8),【1.23G】搏击迷城.BD1280高清国粤双语中字.mp41(百度网盘下载 密码：ee1y),【2.08G】搏击迷城.BD1280超清国粤双语中字.mp41(百度网盘下载 密码：ym8g)",img/48215fefce4e1b129c06bc514d574b8f.jpg,2015,动作,大陆,陈丽英,"陈伟霆,赵柯,李菲儿,渡边奈绪子,斯琴高娃,郑佩佩,李依馨,刘兆铭,刘丹",NULL,http://www.xunleitai.com/dzuo/bojimicheng720p/,http://www.xunleitai.com/top/all.html
9463a2624c70e316b84c136066ae38c8,金牌黑帮/传奇[720p]迅雷下载,"http://pan.baidu.com/s/1pJUBA1l,http://pan.baidu.com/s/1pKzLM7x,http://pan.baidu.com/s/1eRi3lK2","【1.32G】传奇BD中英双字.rmvb1(百度网盘下载 密码：phrm),【1.4G】传奇.BD1280高清中英双字.mp41(百度网盘下载 密码：7qat),【2.61G】传奇.BD1280超清中英双字.mp41(百度网盘下载 密码：opkk)",img/9463a2624c70e316b84c136066ae38c8.jpg,2015,动作,欧美,布莱恩·海尔格兰德,"汤姆·哈迪,艾米莉·布朗宁,克里斯托弗·埃克莱斯顿",NULL,http://www.xunleitai.com/dzuo/jinpaiheibang/,http://www.xunleitai.com/top/all.html
01f9d9931cdb7069e16269bafa5b29d7,007：幽灵党迅雷下载,http://pan.baidu.com/s/1qX1d7qO,"【1.74G】007：YLD.BD1280高清中英双字.mp41(百度网盘下载 密码：77l8)",img/01f9d9931cdb7069e16269bafa5b29d7.jpg,2015,动作,欧美,萨姆·门德斯,"丹尼尔·克雷格,克里斯托弗·沃尔兹,蕾雅·赛杜",NULL,http://www.xunleitai.com/dzuo/007youlingdang/,http://www.xunleitai.com/top/all.html
6581129c7cbe04f12df11d884ad57849,师父迅雷下载,,,img/6581129c7cbe04f12df11d884ad57849.jpg,2015,动作,大陆,徐皓峰,"廖凡,宋佳,蒋雯丽,黄觉,金士杰,张傲月,宋洋,戴立忍,陈观泰",NULL,http://www.xunleitai.com/dzuo/shifu/,http://www.xunleitai.com/top/all.html
3f82f63893915e7e46871c12a84122d8,手机(韩版)[720p]迅雷下载,"http://pan.baidu.com/s/1boxyAIF,http://pan.baidu.com/s/1pKh1gRD","【1.25G】电话.HD1280高清韩语中字.mp41(百度网盘下载 密码：5207),【2.35G】电话.HD1280超清韩语中字.mp41(百度网盘下载 密码：ld8e)",img/3f82f63893915e7e46871c12a84122d8.jpg,2015,动作,韩国,金奉柱,"孙贤周,严志媛",NULL,http://www.xunleitai.com/dzuo/shoujihanban720p/,http://www.xunleitai.com/top/all.html
2bd3c6681413e1ba0799b611dcaa688e,虎影(2015)[720p]迅雷下载,"http://pan.baidu.com/s/1o6RooK6,http://pan.baidu.com/s/1i3YjWc1","【1.08G】虎影.BD1280高清日语中字.mp41(百度网盘下载 密码：p1c9),【1.72G】虎影.BD1280超清日语中字.mp41(百度网盘下载 密码：8q7f)",img/2bd3c6681413e1ba0799b611dcaa688e.jpg,2015,动作,日本,西村喜广,"斎藤工,芳贺优里亜,しいなえいひ,津田寛治",NULL,http://www.xunleitai.com/dzuo/huying2015720p/,http://www.xunleitai.com/top/all.html
915e5f34bf1f935e1fbfc83e4f7936b5,惊爆点[720p]迅雷下载,"http://pan.baidu.com/s/1mgTsXVa,http://pan.baidu.com/s/1kUvftPX","【1.38G】终极豪情.BD1280高清国英双语中英双字.mp41(百度网盘下载 密码：qix7),【2.6G】终极豪情.BD1280超清国英双语中英双字.mp41(百度网盘下载 密码：fvu0)",img/915e5f34bf1f935e1fbfc83e4f7936b5.jpg,1991,动作,欧美,凯瑟琳·毕格罗,"帕特里克·斯威兹,基努·里维斯,加里·布塞",NULL,http://www.xunleitai.com/dzuo/jingbaodian720p/,http://www.xunleitai.com/top/all.html
e355a17fd49897413fefd40f325ec609,本·科林斯：特技车手迅雷下载,http://pan.baidu.com/s/1kUsx4xD,"【990M】本科林斯特技车手BD中英双字.rmvb1(百度网盘下载 密码：zadf)",img/e355a17fd49897413fefd40f325ec609.jpg,2015,动作,欧美,"James Wiseman,","Ben Collins,Peter Miles,Evangelos Grecos",NULL,http://www.xunleitai.com/dzuo/benkelinsitejicheshou/,http://www.xunleitai.com/top/all.html
9a5b45c4a8ffda774e05409545d5bac1,寻龙夺宝[720p]迅雷下载,"http://pan.baidu.com/s/1c1tn4oK,http://pan.baidu.com/s/1nuhzP2p","【1.09G】寻龙夺宝.BD1280高清国语中字.mp41(百度网盘下载 密码：dr9n),【1.94G】寻龙夺宝.BD1280超清国语中字.mp41(百度网盘下载 密码：x3ht)",img/9a5b45c4a8ffda774e05409545d5bac1.jpg,2011,动作,欧美,马里奥·安德鲁西奥,"山姆·尼尔,陈小春,王姬,罗伯特·马莫内",NULL,http://www.xunleitai.com/dzuo/xunlongduobao720p/,http://www.xunleitai.com/top/all.html
1d83141dee7d3cdaf09ec80b97cfdb84,边境杀手[720p]迅雷下载,"http://pan.baidu.com/s/1dEcnmmt,http://pan.baidu.com/s/1nu3Ho2d","【1.38G】边境杀手.BD1280高清中英双字.mp41(百度网盘下载 密码：teoy),【2.46G】边境杀手.BD1280超清中英双字.mp41(百度网盘下载 密码：wnt2)",img/1d83141dee7d3cdaf09ec80b97cfdb84.jpg,2015,动作,欧美,丹尼斯·维伦纽瓦,"艾米莉·布朗特,本尼西奥·德尔·托罗,乔什·布洛林",NULL,http://www.xunleitai.com/dzuo/bianjingshashou720p/,http://www.xunleitai.com/top/all.html
113d56027fa4da81fe27f05234a522ca,枪杀近距离[720p]迅雷下载,http://pan.baidu.com/s/1o7ulKHO,"【1013M】枪杀近距离BD中英双字.rmvb1(百度网盘下载 密码：whin)",img/113d56027fa4da81fe27f05234a522ca.jpg,2015,动作,欧美,艾萨克·佛罗伦汀,"斯科特·阿金斯,尼克·齐兰德,卡蒂琳·基茨",NULL,http://www.xunleitai.com/dzuo/qiangshajinjuli720p/,http://www.xunleitai.com/top/all.html
9fddf311f07ef9b9a2233687e886a736,侠女：剑的记忆[720p]迅雷下载,"http://pan.baidu.com/s/1i423x1F,http://pan.baidu.com/s/1bwCaCm","【1.29G】侠女：剑的记忆.BD1280高清韩语中英双字.mp41(百度网盘下载 密码：k1gf),【2.42G】侠女：剑的记忆.BD1280超清韩语中英双字.mp41(百度网盘下载 密码：dzp1)",img/9fddf311f07ef9b9a2233687e886a736.jpg,2015,动作,韩国,朴兴植,"李秉宪,全度妍,金高恩,李俊昊,李璟荣,金太佑,裴秀彬,金英民",NULL,http://www.xunleitai.com/dzuo/xianvjiandejiyi720p/,http://www.xunleitai.com/top/all.html
aebbad2399f0bfa28d7515f49f5ba8a3,解救吾先生迅雷下载,"http://pan.baidu.com/s/1qXnwaug,http://pan.baidu.com/s/1nuwpAOT","【1.2G】解救吾先生.HD1280高清国语中英双字.mp41(百度网盘下载 密码：x02t),【1.93G】解救吾先生.HD1280超清国语中英双字.mp41(百度网盘下载 密码：hd41)",img/aebbad2399f0bfa28d7515f49f5ba8a3.jpg,2015,动作,大陆,丁晟,"刘德华,刘烨,吴若甫,王千源,林雪,赵小锐,李梦,蔡鹭",NULL,http://www.xunleitai.com/dzuo/jiejiuwuxiansheng/,http://www.xunleitai.com/top/all.html
647ab8ba44f8ecefa695375633106652,角头(2015)迅雷下载,http://pan.baidu.com/s/1bnPzLxX,"【1.21G】角头.高清DVD原音中字.mp41(百度网盘下载 密码：ajt4)",img/647ab8ba44f8ecefa695375633106652.jpg,2015,动作,台湾,李运杰,"黄鸿升,王阳明,蔡振南,高捷,孙鹏,颜正国",NULL,http://www.xunleitai.com/dzuo/jiaotou2015/,http://www.xunleitai.com/top/all.html
02c55e0754216b8fbdf8982cdada8e09,宝贝(印度电影)[720p]迅雷下载,"http://pan.baidu.com/s/1sjwT9xz,http://pan.baidu.com/s/1dEeUHVz,http://pan.baidu.com/s/1o6ZSEuA","【1.51G】宝贝BD印地语中字.rmvb1(百度网盘下载 密码：8778),【1.74G】宝贝计划.BD1280高清印地语中字.mp41(百度网盘下载 密码：dbwc),【3.27G】宝贝计划.BD1280超清印度语中字.mp41(百度网盘下载 密码：dzpt)",img/02c55e0754216b8fbdf8982cdada8e09.jpg,2015,动作,其它,尼拉基·潘迪,"丹尼·邓宗帕,阿克谢·库玛尔,凯·凯·门农,阿努潘·凯尔,Rasheed Naz",NULL,http://www.xunleitai.com/dzuo/baobeiyindudianying720p/,http://www.xunleitai.com/top/all.html
c1b4b83048f90673ba3304daab59899f,消失的凶手迅雷下载,http://pan.baidu.com/s/1URosu,"【1.37G】消失的凶手.HD1280高清国语中字.mp41(百度网盘下载 密码：ces0)",img/c1b4b83048f90673ba3304daab59899f.jpg,2015,动作,大陆,罗志良,"刘青云,林家栋,李小璐,江一燕,郭晓冬,凤小岳",NULL,http://www.xunleitai.com/dzuo/xiaoshidexiongshou/,http://www.xunleitai.com/top/all.html
214022f00a1b52c919515147e349999e,烈日迷踪[720p]迅雷下载,"http://pan.baidu.com/s/1kTztBXt,http://pan.baidu.com/s/1jGM3krW,http://pan.baidu.com/s/1gdVwKIR","【999M】烈日迷踪BD中英双字.rmvb1(百度网盘下载 密码：aud2),【1.1G】烈日迷踪.BD1280高清中英双字.mp41(百度网盘下载 密码：e8ni),【1.73G】烈日迷踪.BD1280超清中英双字.mp41(百度网盘下载 密码：vi8a)",img/214022f00a1b52c919515147e349999e.jpg,2015,动作,欧美,"Trey,Nelson","乔什·杜哈明,乔什·维金斯,琳恩·柯林斯,艾玛·福尔曼",NULL,http://www.xunleitai.com/dzuo/lierimizong720p/,http://www.xunleitai.com/top/all.html
99458774dc72c6060c55b75f0f10df0f,面具之下[720p]迅雷下载,"http://pan.baidu.com/s/1eQ0lMt8,http://pan.baidu.com/s/1mg8he1i","【1.23G】面具之下.BD1280高清中英双字.mp41(百度网盘下载 密码：qn9a),【1.96G】面具之下.BD1280超清中英双字.mp41(百度网盘下载 密码：g5a8)",img/99458774dc72c6060c55b75f0f10df0f.jpg,2015,动作,欧美,"Chad Burns,","Andrew Cheney,约翰·瑞斯-戴维斯,Kara Killmer",NULL,http://www.xunleitai.com/dzuo/mianjuzhixia720p/,http://www.xunleitai.com/top/all.html
fe64fa8faa1df79ec2b4ddfd4822a852,丧尸大战僵尸[720p]迅雷下载,http://pan.baidu.com/s/1pJvPjZX,"【1.31G】丧尸大战僵尸.HD1280超清国语中字.mp41(百度网盘下载 密码：opfs)",img/fe64fa8faa1df79ec2b4ddfd4822a852.jpg,2015,动作,大陆,杨哲,"彭禺厶,朱佳希,吕晶,贺宽,张哲浩",NULL,http://www.xunleitai.com/dzuo/sangshidazhanjiangshi720p/,http://www.xunleitai.com/top/all.html
36b9436f91b10c35e71edcb51dd27162,九龙冰室[720p]迅雷下载,"http://pan.baidu.com/s/1bnp2a3X,http://pan.baidu.com/s/1hqqDP9U","【1.3G】九龙冰室.未删减.DVD国粤双语中字.mp41(百度网盘下载 密码：owpv),【1.94G】九龙冰室.HD1280高清国粤双语中字.mkv1(百度网盘下载 密码：lkce)",img/36b9436f91b10c35e71edcb51dd27162.jpg,2001,动作,香港,马楚成,"郑伊健,莫文蔚,李彩桦,黄品源,吕颂贤,林雪,杜汶泽,车婉婉,谭伟豪",NULL,http://www.xunleitai.com/dzuo/jiulongbingshi720p/,http://www.xunleitai.com/top/all.html
97bc9e737d4ea43cb748d1c98b0248a8,新古惑仔之少年激斗篇[720p]迅雷下载,"http://pan.baidu.com/s/1kTB6zVT,http://pan.baidu.com/s/1dDnwl6h","【2.12G】新古惑仔之少年激斗篇.HD1280高清国语中字.mkv1(百度网盘下载 密码：4s3d),【1.46G】新古惑仔之少年激斗篇.未删减.DVD国粤双语中字.mp41(百度网盘下载 密码：osiv)",img/97bc9e737d4ea43cb748d1c98b0248a8.jpg,1998,动作,香港,刘伟强,"谢霆锋,李璨琛,余家安,袁伟豪,吴志雄",NULL,http://www.xunleitai.com/dzuo/xinguhuozizhishaonianjidoupian720p/,http://www.xunleitai.com/top/all.html
10ee87d57b4d52db107736ce9fc7c178,友情岁月山鸡故事迅雷下载,http://pan.baidu.com/s/1c0kat3a,"【1.3G】友情岁月山鸡故事.未删减.DVD国粤双语中字.mp41(百度网盘下载 密码：u9gh)",img/10ee87d57b4d52db107736ce9fc7c178.jpg,2000,动作,香港,叶伟民,"陈小春,梁咏琪,林晓峰,谢天华,朱永棠,黄秋生,吴君如,杨恭如,尹扬明,郑伊健",NULL,http://www.xunleitai.com/dzuo/youqingsuiyueshanjigushi/,http://www.xunleitai.com/top/all.html
40a5501af7fddf07c161990300175658,洪兴仔之江湖大风暴[720p]迅雷下载,"http://pan.baidu.com/s/1sjtJgFN,http://pan.baidu.com/s/1l0tAY,http://pan.baidu.com/s/1jGGsbPG","【1.28G】洪兴仔之江湖大风暴.未删减.DVD国粤双语中英双字.mp41(百度网盘下载 密码：ocl4),【1.93G】洪兴仔之江湖大风暴.HD1280超清粤语中字.mp41(百度网盘下载 密码：g9p4),【2.17G】洪兴仔之江湖大风暴.HD1280高清国粤双语中字.mkv1(百度网盘下载 密码：tlbe)",img/40a5501af7fddf07c161990300175658.jpg,1996,动作,香港,邱礼涛,"梁朝伟,陈小春,李若彤,谷峰,丁子峻,林伟亮",NULL,http://www.xunleitai.com/dzuo/hongxingzizhijianghudafengbao720p/,http://www.xunleitai.com/top/all.html
80d175bc3009649b3c9114a12a419b06,古惑仔情义篇之洪兴十三妹[720p]迅雷下载,"http://pan.baidu.com/s/1nt1sO5b,http://pan.baidu.com/s/1kT727e3","【1.48G】古惑仔情义篇之洪兴十三妹.未删减.DVD国粤双语中字.mp41(百度网盘下载 密码：z69e),【2.17G】古惑仔情义篇之洪兴十三妹.HD1280高清国粤双语中字.mkv1(百度网盘下载 密码：77xc)",img/80d175bc3009649b3c9114a12a419b06.jpg,1998,动作,香港,叶伟民,"吴君如,杨恭如,方中信,尹扬明,舒淇,吴孟达",NULL,http://www.xunleitai.com/dzuo/guhuoziqingyipianzhihongxingshisanmei720p/,http://www.xunleitai.com/top/all.html
c1a582c56bb4f17a6339cc5414c6683f,古惑仔激情篇之洪兴大飞哥[720p]迅雷下载,"http://pan.baidu.com/s/1dDobVbj,http://pan.baidu.com/s/1dDv30Ud","【1.06G】古惑仔激情篇之洪兴大飞哥.未删减.DVD国粤双语中英双字.mp41(百度网盘下载 密码：ri0q),【1.7G】古惑仔激情篇之洪兴大飞哥.HD1280超清国语中字.mp41(百度网盘下载 密码：dd6b)",img/c1a582c56bb4f17a6339cc5414c6683f.jpg,1999,动作,香港,梁宏发,"黄秋生,麦家琪,黎骏,林子善,刘钧仪,赵丽贻,梁焯满",NULL,http://www.xunleitai.com/dzuo/guhuozijiqingpianzhihongxingdafeige720p/,http://www.xunleitai.com/top/all.html
